seed,sim_name,sensibility_parameter,sensibility_value,nb_agregats_om,nb_chateaux_om,nb_gros_chateaux_om,nb_seigneurs_om,nb_eglises_om,nb_eglises_paroissiales_om,distance_eglises_paroissiales_om,proportion_fp_isoles_om,augmentation_charge_fiscale_om,total_duration
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.7,122,44,11,201,266,224,1991,0.11075,3.5627802690582957,205625
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.75,115,44,12,206,251,200,1999,0.1175,2.9010961634280017,210915
9.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.35,109,44,9,196,245,192,1876,0.13075,3.872191712431353,198460
1.0,4_5_OM,puissance_communautes,0,106,44,14,199,246,198,1969,0.1025,3.1964641434262946,211487
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.65,115,44,10,200,244,183,1771,0.14375,3.4154191616766467,212428
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.95,118,44,7,195,249,185,1795,0.17425,2.82475,235458
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.6,98,44,9,190,242,182,1811,0.16725,3.65925,207937
4.0,4_5_OM,proba_ponderee_deplacement_lointain,1,105,44,11,183,259,196,1565,0.1755,3.5903524118970256,244635
10.0,4_5_OM,proba_collecter_loyer,0.075,110,44,9,204,250,191,1803,0.112,3.4156491402940445,175197
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.7,124,44,7,195,256,197,1461,0.15925,2.673163418290855,234502
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.6,119,44,13,207,263,204,1468,0.163,4.276223776223777,232037
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.7,120,44,10,196,256,202,1756,0.14275,3.455655206776283,228508
10.0,4_5_OM,proba_chateau_agregat,0.95,101,44,14,214,238,177,2167,0.1145,4.313481186145029,182194
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.65,104,44,11,210,249,194,1985,0.16925,4.437110834371109,227266
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.5,105,44,13,201,245,198,2079,0.119,2.1046337817638268,201358
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.45,105,44,13,201,245,198,2079,0.119,2.1046337817638268,202728
1.0,4_5_OM,proba_promotion_groschateau_multipole,1,110,44,14,188,235,194,2272,0.10575,3.084910358565737,220546
9.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.3,102,44,9,202,251,197,1831,0.11975,4.029705441837244,194688
3.0,4_5_OM,proba_promotion_groschateau_multipole,0.15,92,44,5,195,242,192,1912,0.113,3.206242197253433,232454
3.0,4_5_OM,proba_promotion_groschateau_multipole,0.05,93,44,3,198,244,191,1695,0.127,3.271410736579276,232221
9.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.2,109,44,9,196,245,192,1876,0.13075,3.872191712431353,200146
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.6,108,44,12,204,251,192,1956,0.11725,3.0956651718983554,210471
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.65,98,44,10,215,248,194,1611,0.12625,3.606875934230194,221497
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.55,107,44,12,210,239,181,1702,0.15775,2.9339481555334004,208602
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.95,110,44,14,188,235,194,2272,0.10575,3.084910358565737,218827
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.5,130,44,13,189,246,197,1856,0.1365,3.01775,203323
10.0,4_5_OM,proba_chateau_agregat,0.85,99,44,13,205,253,197,1749,0.11875,4.203089957637678,187785
10.0,4_5_OM,proba_chateau_agregat,0.7,110,44,13,220,247,191,1775,0.12875,4.189882880637927,179422
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.9,98,44,10,210,255,191,1783,0.16825,2.62375,228750
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.85,112,44,11,183,244,181,2122,0.16825,3.5562716906296483,233250
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.5,122,44,13,190,244,188,1672,0.143,3.541,220511
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.45,134,44,12,213,251,190,1603,0.14125,3.218920257553244,220816
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.6,122,44,12,218,252,196,2132,0.16125,3.6568357910522367,223956
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.4,105,44,13,201,245,198,2079,0.119,2.1046337817638268,201058
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.35,105,44,13,201,245,198,2079,0.119,2.1046337817638268,200557
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.45,113,44,13,187,253,202,1736,0.13575,3.7990526053353277,217888
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.9,110,44,14,188,235,194,2272,0.10575,3.084910358565737,221647
9.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.15,102,44,9,202,251,197,1831,0.11975,4.029705441837244,198090
3.0,4_5_OM,proba_promotion_groschateau_multipole,0,103,44,3,195,242,191,1745,0.11,3.0741573033707863,230250
9.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.1,109,44,9,196,245,192,1876,0.13075,3.872191712431353,198960
3.0,4_5_OM,proba_promotion_groschateau_autre,1,99,44,16,193,230,179,2189,0.12,3.070411985018727,238431
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.55,114,44,11,199,263,210,1764,0.11975,3.7717987045341306,205142
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.45,108,44,11,206,257,198,1758,0.12975,3.400099651220727,205487
10.0,4_5_OM,proba_chateau_agregat,0.6,112,44,12,196,236,175,1946,0.12625,4.148018938450038,172779
10.0,4_5_OM,proba_chateau_agregat,0.35,102,44,11,202,239,183,1877,0.12675,4.395963119860453,172635
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.45,115,44,13,191,251,193,1893,0.16125,2.926,206329
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.4,116,44,10,182,238,189,2273,0.17,3.920579420579421,204594
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.85,110,44,14,188,235,194,2272,0.10575,3.084910358565737,223146
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.75,111,44,10,182,259,201,1670,0.16175,3.6551122194513717,228710
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.8,124,44,13,197,245,184,2378,0.1495,4.005945008669805,235043
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.3,105,44,13,201,245,198,2079,0.119,2.1046337817638268,200756
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.25,105,44,13,201,245,198,2079,0.119,2.1046337817638268,200265
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.4,124,44,11,201,235,182,1899,0.14725,4.520687936191426,215476
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.35,117,44,11,207,253,201,1888,0.13925,3.7670313276976626,225403
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.3,114,44,13,197,243,187,1991,0.124,2.937812187812188,221249
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.35,105,44,10,205,238,181,2106,0.1515,2.869089099054256,206777
9.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.05,102,44,9,201,251,197,1831,0.11975,4.029705441837244,197739
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.8,110,44,14,188,235,194,2272,0.10575,3.084910358565737,221377
9.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0,109,44,9,196,245,192,1876,0.13075,3.872191712431353,198141
10.0,4_5_OM,proba_chateau_agregat,0.3,112,44,12,192,236,181,2353,0.12,4.2130575629205085,167620
10.0,4_5_OM,proba_chateau_agregat,0.15,97,44,9,212,248,191,1821,0.11475,4.273112384749564,166438
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.35,119,44,11,201,260,203,1894,0.11225,2.41604384653712,209604
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.3,105,44,9,210,257,203,2004,0.128,2.72072745391131,205226
3.0,4_5_OM,proba_promotion_groschateau_autre,0.95,101,44,16,194,237,186,2075,0.13175,3.0634207240948816,237018
3.0,4_5_OM,proba_promotion_groschateau_autre,0.85,110,44,16,193,248,201,1903,0.1185,2.9113607990012484,227000
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.3,107,44,12,202,256,202,1643,0.14425,3.2268865567216394,198473
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.35,116,44,12,190,243,189,1731,0.15475,4.03448275862069,200068
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.75,121,44,13,191,250,204,1715,0.11925,2.9892928286852594,215175
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.2,105,44,13,201,245,198,2079,0.119,2.1046337817638268,199193
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.15,105,44,13,201,245,198,2079,0.119,2.1046337817638268,199648
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.3,124,44,8,209,238,181,2379,0.13475,2.415028614083105,202997
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.7,137,44,11,199,258,195,1733,0.16975,3.368,227467
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.25,120,44,14,213,261,212,2076,0.11275,3.2483790523690774,209154
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.25,120,44,10,195,246,191,1793,0.12125,2.645708582834331,216457
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.2,118,44,12,194,252,197,1785,0.111,3.5275,215801
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.65,121,44,8,208,242,179,1615,0.166,3.7111553784860556,233209
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,1,108,44,13,180,239,193,2049,0.1185,3.165252121817274,199606
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.7,121,44,13,191,250,204,1715,0.11925,2.9892928286852594,218663
10.0,4_5_OM,proba_apparition_communaute,0.95,92,44,11,201,274,210,1315,0.12575,3.507477567298106,182451
10.0,4_5_OM,proba_apparition_communaute,0.85,102,44,13,198,250,192,1863,0.12625,3.141326021934198,177026
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.95,99,44,11,187,241,193,1756,0.132,2.354717923115327,197036
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.2,94,44,13,211,249,196,2177,0.09525,2.9892874937717986,209908
6.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.15,97,44,13,192,228,176,1967,0.13725,3.7152466367713,210372
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.25,102,44,12,203,239,187,1962,0.1415,3.4491017964071857,200226
3.0,4_5_OM,proba_promotion_groschateau_autre,0.8,109,44,15,200,246,199,1895,0.1275,2.921598002496879,225870
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.2,116,44,13,200,252,201,1894,0.1375,4.214570858283433,203506
3.0,4_5_OM,proba_promotion_groschateau_autre,0.75,110,44,15,195,248,201,1903,0.1185,2.9113607990012484,234841
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.65,116,44,13,193,239,194,2139,0.11325,3.1513944223107573,213107
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.1,105,44,13,201,245,198,2079,0.119,2.1046337817638268,201761
7.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0,105,44,13,201,245,198,2079,0.119,2.1046337817638268,202209
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.2,121,44,8,186,242,196,2204,0.12775,3.6981790970316784,200339
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.15,99,44,12,205,244,193,2197,0.12325,2.895526118470382,192342
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.1,97,44,13,197,240,187,2107,0.11675,3.82025,208695
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.6,124,44,9,210,250,187,1638,0.153,3.688434695912264,218996
8.0,4_5_OM,proba_ponderee_deplacement_lointain,0.15,108,44,12,198,252,195,1850,0.09825,2.9642678660669666,215304
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.55,112,44,11,182,251,192,1690,0.1395,2.733816545863534,218164
10.0,4_5_OM,proba_apparition_communaute,0.6,114,44,11,204,243,188,2272,0.11975,4.1075,176405
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.9,88,44,14,204,248,197,2026,0.115,2.6440339490763853,217313
10.0,4_5_OM,proba_apparition_communaute,0.7,112,44,11,188,255,200,2018,0.123,4.147,183721
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.6,111,44,13,194,233,191,2171,0.1075,3.212649402390438,212420
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.85,102,44,12,205,249,200,2030,0.1205,3.473789316025961,201126
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.15,101,44,12,216,243,197,2098,0.119,3.726231956197113,183175
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.95,117,44,11,200,257,202,1547,0.13975,3.473592426507224,206606
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.9,125,44,10,206,255,210,2097,0.113,2.302441454907823,207563
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0.05,91,44,11,197,248,202,1939,0.09225,2.6825080865887037,191581
3.0,4_5_OM,proba_promotion_groschateau_autre,0.7,113,44,15,197,249,202,1874,0.12225,2.9363295880149813,231055
3.0,4_5_OM,proba_promotion_groschateau_autre,0.65,88,44,14,194,246,194,1803,0.13775,3.023720349563046,229087
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.55,111,44,13,191,238,193,2114,0.11375,3.1543824701195216,212693
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,1,118,44,11,214,258,213,2047,0.10925,2.9566517189835575,205560
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.95,122,44,12,208,238,190,2084,0.12675,2.699302441454908,208619
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.05,108,44,11,185,246,199,2156,0.12275,4.053736565858535,190908
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0.1,109,44,13,211,242,193,2177,0.097,2.5733532934131738,201343
10.0,4_5_OM,proba_apparition_communaute,0.35,112,44,11,194,244,184,1736,0.128,2.7855,169349
10.0,4_5_OM,proba_apparition_communaute,0.3,94,44,10,206,257,198,1857,0.11975,3.1665,170292
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,1,122,44,13,192,248,191,2062,0.11325,3.30825,209625
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.8,115,44,10,190,245,195,1933,0.116,2.7004493260109834,191611
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.5,140,44,12,187,253,190,1987,0.14375,3.536463536463537,220275
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.95,118,44,12,193,252,197,1785,0.111,3.5275,218382
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.4,120,44,12,178,263,209,1849,0.148,3.9755428000998254,213501
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.75,106,44,12,187,235,188,2067,0.12825,3.4133799301048424,198249
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.5,111,44,13,194,233,191,2171,0.1075,3.212649402390438,212197
2.0,4_5_OM,proba_ponderee_deplacement_lointain,0,81,44,12,196,258,211,1979,0.08975,3.418,184590
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,1,116,44,13,200,252,201,1894,0.1375,4.214570858283433,192103
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.85,111,44,12,220,264,208,1508,0.12,3.5837070254110612,209606
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.7,111,44,10,203,251,199,2234,0.12,2.4775784753363226,214749
10.0,4_5_OM,proba_apparition_communaute,0.15,100,44,13,195,242,188,1960,0.12725,2.3940149625935163,167476
3.0,4_5_OM,proba_promotion_groschateau_autre,0.6,101,44,13,193,232,181,2173,0.118,3.0252184769038704,230096
5.0,4_5_OM,proba_ponderee_deplacement_lointain,0,95,44,12,201,255,204,1981,0.08475,2.0732133933033485,198308
5.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,1,118,44,8,186,241,195,2281,0.13175,3.694188076827139,199039
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.45,110,44,12,204,243,199,1912,0.116,3.2143924302788847,218287
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.85,121,44,10,208,262,211,1481,0.1205,2.9197807673143994,204336
3.0,4_5_OM,proba_promotion_groschateau_autre,0.5,108,44,13,192,231,182,1961,0.117,3.0911360799001253,232881
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.8,126,44,11,201,238,188,2158,0.1215,2.890134529147982,218473
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.7,102,44,11,198,257,208,1812,0.1265,2.7765851223165248,188299
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.9,109,44,12,191,254,200,1910,0.105,3.273,219273
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.3,104,44,13,207,243,188,2053,0.12775,3.4224545680856355,208514
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.65,118,44,10,206,247,200,2222,0.14175,2.8384922616075885,202107
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.35,112,44,12,211,250,193,1872,0.137,3.5058647367107563,222636
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.85,118,44,12,194,252,197,1785,0.111,3.5275,222578
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.95,114,44,13,197,252,201,1894,0.1325,4.214570858283433,195846
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.4,103,44,12,195,239,192,2317,0.11175,3.1830179282868523,220001
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.9,116,44,13,200,252,201,1894,0.1375,4.214570858283433,195094
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.6,133,44,12,222,265,211,1738,0.11,2.210762331838565,206076
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.55,109,44,11,208,269,215,1576,0.11575,3.160936721474838,206701
5.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.95,118,44,8,186,241,195,2281,0.13175,3.694188076827139,200820
5.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.9,118,44,8,186,241,195,2281,0.13175,3.694188076827139,200547
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.7,117,44,9,201,248,196,1487,0.139,3.130543099152965,205183
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.35,110,44,12,201,243,199,1912,0.116,3.2143924302788847,213565
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.6,104,44,13,205,251,202,1785,0.117,2.3951572641038443,190059
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.6,113,44,10,205,241,189,1885,0.12525,3.1494768310911807,202492
3.0,4_5_OM,proba_promotion_groschateau_autre,0.45,100,44,12,193,237,190,1697,0.124,3.066167290886392,234222
3.0,4_5_OM,proba_promotion_groschateau_autre,0.35,111,44,11,185,248,197,1634,0.12825,3.136079900124844,232594
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.2,109,44,14,192,246,198,1744,0.1325,3.211,205381
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.7,112,44,12,197,264,209,1753,0.1225,3.3875,214976
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.55,116,44,14,205,249,204,1881,0.1065,2.8025461807289065,200033
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.15,101,44,13,195,238,182,1862,0.1095,2.68225,202268
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.85,114,44,13,197,252,201,1894,0.1325,4.214570858283433,193871
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.6,118,44,12,194,252,197,1785,0.111,3.5275,219915
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.8,116,44,13,200,252,201,1894,0.1375,4.214570858283433,192835
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.3,108,44,9,189,239,194,2115,0.10725,3.1439243027888444,214303
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.5,109,44,13,194,244,197,2271,0.12675,3.171400099651221,216139
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.45,124,44,10,191,252,202,2066,0.108,2.9905331340308914,211638
5.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.85,118,44,8,186,241,195,2281,0.13175,3.694188076827139,200843
5.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.8,118,44,8,186,241,195,2281,0.13175,3.694188076827139,201663
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.55,119,44,10,213,242,195,2165,0.1245,3.0219232685600397,206719
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.5,119,44,12,195,254,203,1948,0.13325,2.249875187219171,204948
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.45,110,44,12,195,245,193,1962,0.1045,3.339561534628799,204994
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.25,107,44,12,199,238,189,2021,0.117,2.9975099601593627,217726
3.0,4_5_OM,proba_promotion_groschateau_autre,0.3,93,44,11,192,243,192,1824,0.115,2.9380774032459427,239434
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.1,97,44,12,192,251,200,1796,0.11825,3.0735,202441
3.0,4_5_OM,proba_promotion_groschateau_autre,0.25,111,44,10,190,248,197,1634,0.12825,3.136079900124844,229837
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0.05,95,44,11,199,238,185,1843,0.09475,2.7127872127872132,198805
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.45,108,44,11,200,265,215,1674,0.11625,2.9021467798302543,204974
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.75,114,44,13,197,252,201,1894,0.1325,4.214570858283433,193801
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.55,103,44,12,188,247,192,2089,0.14,3.21925,216285
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.7,116,44,13,200,252,201,1894,0.1375,4.214570858283433,193703
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.5,118,44,12,194,252,197,1785,0.111,3.5275,212952
10.0,4_5_OM,min_fourchette_loyers_PS,0.475,100,44,13,198,229,170,2010,0.1345,3.598007471980075,162762
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.2,107,44,12,199,238,189,2021,0.117,2.9975099601593627,211362
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.3,119,44,12,212,246,193,2427,0.10725,3.0861983059292473,206419
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.35,113,44,13,215,242,192,2266,0.104,3.403587443946188,211857
5.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.75,118,44,8,186,241,195,2281,0.13175,3.694188076827139,199888
5.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.7,118,44,8,186,241,195,2281,0.13175,3.694188076827139,200133
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.4,120,44,13,195,241,192,2038,0.107,3.587194818136522,201763
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.4,105,44,9,195,243,190,1868,0.14,2.711432850723914,205497
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.35,114,44,11,188,239,192,1870,0.12825,3.204035874439462,207877
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.15,114,44,11,199,242,194,2082,0.10225,3.0358565737051793,220816
4.0,4_5_OM,proba_ponderee_deplacement_lointain,0,102,44,12,200,256,204,1945,0.08675,3.1554611347163206,196754
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.35,102,44,11,180,251,204,1792,0.13825,3.1402895656515226,196102
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.65,114,44,13,197,252,201,1894,0.1325,4.214570858283433,195264
10.0,4_5_OM,min_fourchette_loyers_PS,0.425,112,44,10,191,244,188,2141,0.12675,3.2717310087173104,163832
4.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,1,109,44,14,192,246,198,1744,0.1325,3.211,206642
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.6,116,44,13,200,252,201,1894,0.1375,4.214570858283433,194604
3.0,4_5_OM,proba_promotion_groschateau_autre,0.15,100,44,9,200,257,206,1789,0.1185,2.9068664169787763,231578
3.0,4_5_OM,proba_promotion_groschateau_autre,0.1,106,44,6,183,241,197,1962,0.1145,3.054431960049938,227695
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.45,111,44,12,196,257,202,2059,0.11325,3.33925,216371
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.35,118,44,12,194,252,197,1785,0.111,3.5275,218523
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.1,102,44,9,200,239,190,2129,0.10475,2.959661354581673,206217
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.15,126,44,10,203,251,197,1904,0.13575,3.0087194818136522,219996
6.0,4_5_OM,proba_gain_droits_banaux_chateau,0.25,101,44,11,203,255,205,1780,0.10525,3.6273044344793224,220492
5.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.6,118,44,8,186,241,195,2281,0.13175,3.694188076827139,200950
5.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.55,118,44,8,186,241,195,2281,0.13175,3.694188076827139,202215
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.3,98,44,12,173,243,199,2109,0.095,2.931602596105841,194234
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.3,114,44,14,201,237,188,2237,0.11625,3.8161434977578472,214346
7.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.25,114,44,13,195,260,213,1723,0.114,3.2179870453413053,200798
10.0,4_5_OM,min_fourchette_loyers_PS,0.35,90,44,11,204,238,177,2050,0.14975,3.329016189290162,171443
1.0,4_5_OM,proba_promotion_groschateau_multipole,0.05,99,44,9,203,237,187,1879,0.1205,3.194472111553785,213567
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.55,115,44,13,198,252,201,1894,0.13275,4.214570858283433,194691
4.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.95,109,44,14,192,246,198,1744,0.1325,3.211,204980
9.0,4_5_OM,proba_gain_droits_basseMoyenneJustice_chateau,0.25,101,44,10,201,245,197,2092,0.12225,3.518472291562656,198236
4.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.9,109,44,14,187,246,198,1744,0.1325,3.211,204132
2.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.5,116,44,13,200,252,201,1894,0.1375,4.214570858283433,193724
3.0,4_5_OM,proba_promotion_groschateau_autre,0.05,114,44,6,182,232,185,2456,0.1135,2.920099875156055,226569
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.3,115,44,12,190,258,204,1806,0.129,3.39325,216883
3.0,4_5_OM,proba_promotion_groschateau_autre,0,114,44,5,182,232,185,2456,0.1135,2.920099875156055,229156
8.0,4_5_OM,proba_gain_droits_hauteJustice_chateau,0.25,118,44,12,194,252,197,1785,0.111,3.5275,218853
1.0,4_5_OM,proba_promotion_groschateau_multipole,0,102,44,8,201,236,190,2202,0.099,2.850348605577689,210943
